perfil,rede,id_video,usuario,data,hora,texto,midia,num_caracteres,num_palavras,num_emojis,num_mencoes,likes,repostagens,comentarios,prob_positivo,prob_neutro,prob_negativo,sentimento_geral
GayerGus,instagram,1,ednaap2024,2025-09-26,21:08:21,FUX HONRA A TOGA🇧🇷,0,18,4,1,0,0,,0.0,0.5228683352470398,0.4615613222122192,0.0155703788623213,positivo
GayerGus,instagram,1,ednaap2024,2025-09-26,21:08:01,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,ednaap2024,2025-09-26,21:07:51,Fux honra a toga🇧🇷,0,18,4,1,0,0,,0.0,0.3183903396129608,0.6577953696250916,0.0238142795860767,neutro
GayerGus,instagram,1,ednaap2024,2025-09-26,21:07:36,Fux honra toga 🇧🇷,0,17,4,1,0,0,,0.0,0.2926370501518249,0.6901507377624512,0.0172122456133365,neutro
GayerGus,instagram,1,ednaap2024,2025-09-26,21:07:10,Fux honra a Toga 🇧🇷,0,19,5,1,0,0,,0.0,0.2711426317691803,0.7072303295135498,0.0216270573437213,neutro
GayerGus,instagram,1,luiza.carmo36,2025-09-24,01:18:18,Fux honra toga🇧🇷🇧🇷🙏,0,19,3,3,0,0,,0.0,0.4543644189834595,0.5226453542709351,0.0229902509599924,neutro
GayerGus,instagram,1,josecevangelistados,2025-09-23,12:56:53,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,mariachristinaaraujocintra,2025-09-23,11:52:52,A favor Fux.👏👏🇧🇷🇧🇷,0,18,3,4,0,0,,0.0,0.5606290102005005,0.3958674967288971,0.0435034930706024,positivo
GayerGus,instagram,1,merishitomimiyasaki,2025-09-23,05:35:38,Fux honra a toga 🇧🇷,0,19,5,1,0,0,,0.0,0.3183903396129608,0.6577953696250916,0.0238142795860767,neutro
GayerGus,instagram,1,glorinhaloschicunha,2025-09-22,18:52:35,Fux Honra a TOGA 🇧🇷🇧🇷🇧🇷,0,23,5,3,0,0,,0.0,0.4981958568096161,0.4682508409023285,0.0335532687604427,positivo
GayerGus,instagram,1,mariadapiedadediasviana,2025-09-18,12:50:15,👏👏👏👏,0,4,1,4,0,0,,0.0,0.7605944275856018,0.2057840228080749,0.0336215272545814,positivo
GayerGus,instagram,1,izelia14,2025-09-18,10:53:51,"Meu dinheiro, sendo usado para isto! Ao invés de aplicar em projetos de moradia, projetos de empreendedorismo .",0,111,18,0,0,0,,0.0,0.0475766435265541,0.3340633809566498,0.6183599233627319,negativo
GayerGus,instagram,1,osvaldinoreis,2025-09-17,17:30:26,Fux. Honra a tóga,0,17,4,0,0,0,,0.0,0.5920518636703491,0.3956455290317535,0.0123025365173816,positivo
GayerGus,instagram,1,dasilvajuscileia,2025-09-17,17:19:18,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🙏🙏🙏🙏,0,20,1,12,0,0,,0.0,0.6301827430725098,0.3305601179599762,0.039257138967514,positivo
GayerGus,instagram,1,terezalescure,2025-09-17,17:03:47,Fux honra a toga🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,26,4,5,0,0,,0.0,0.4867111146450043,0.4777355194091797,0.0355533882975578,positivo
GayerGus,instagram,1,ju.queiroz53,2025-09-17,12:35:43,"Certo Gustavo, vamos apoiar o Ministro FUX que se respeita e honra seus anos de Juiz com maestria e responsabilidade jurídica o resto deste grupo da primeira turma sao ativista militante da esquerda",0,198,33,0,0,0,,0.0,0.9149327874183656,0.0503335408866405,0.0347336381673812,positivo
GayerGus,instagram,1,neidearaujo447,2025-09-17,08:22:03,Fui honra a toga🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,26,4,5,0,0,,0.0,0.5293573141098022,0.4445095360279083,0.0261331107467412,positivo
GayerGus,instagram,1,nascimento.celido,2025-09-17,00:13:17,Fui honra a toga,0,16,4,0,0,0,,0.0,0.1904665380716323,0.7845601439476013,0.0249733664095401,neutro
GayerGus,instagram,1,luziafatimasp_,2025-09-16,20:05:05,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,luziafatimasp_,2025-09-16,20:04:47,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,lucienecintra19,2025-09-16,19:39:03,Fux honra a toga🇧🇷,0,18,4,1,0,0,,0.0,0.3183903396129608,0.6577953696250916,0.0238142795860767,neutro
GayerGus,instagram,1,ana_duarte_oficial,2025-09-16,16:34:04,#fuxhonraatoga,0,14,1,0,0,0,,0.0,0.0632190406322479,0.9314712285995485,0.005309734493494,neutro
GayerGus,instagram,1,ana_duarte_oficial,2025-09-16,16:33:02,#fux honra a toga.,0,18,4,0,0,0,,0.0,0.1524464339017868,0.832211434841156,0.0153421610593795,neutro
GayerGus,instagram,1,ismaelcarlosdealmeida,2025-09-16,16:27:54,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,euzenyzen,2025-09-16,16:10:50,Fux onrra a toga,0,16,4,0,0,0,,0.0,0.1322315633296966,0.8134678602218628,0.054300557821989,neutro
GayerGus,instagram,1,m_conceicaoborges,2025-09-16,14:54:48,Fux honra a toga 🇧🇷🇧🇷🇧🇷,0,23,5,3,0,0,,0.0,0.4392071366310119,0.5286875367164612,0.0321053676307201,neutro
GayerGus,instagram,1,almir_castelo,2025-09-16,14:04:58,FUX HONRA A TOGA,0,16,4,0,0,0,,0.0,0.2344432026147842,0.7439596652984619,0.0215970836579799,neutro
GayerGus,instagram,1,iaramariamachado,2025-09-16,13:56:37,FUX HONRA A TOGA,0,16,4,0,0,0,,0.0,0.2344432026147842,0.7439596652984619,0.0215970836579799,neutro
GayerGus,instagram,1,sandratavaresm,2025-09-16,13:40:47,Fux honra a Toga🇧🇷🇧🇷🇧🇷,0,22,4,3,0,0,,0.0,0.4484917819499969,0.5231643319129944,0.0283439625054597,neutro
GayerGus,instagram,1,avelinowerle,2025-09-16,13:37:12,Fux..honra..toga,0,16,1,0,0,0,,0.0,0.2200522422790527,0.7401670217514038,0.0397807508707046,neutro
GayerGus,instagram,1,reluz108,2025-09-16,11:54:12,Fuxhonratoga,0,12,1,0,0,0,,0.0,0.0744435265660286,0.8764826059341431,0.0490739792585372,neutro
GayerGus,instagram,1,likoskigubiani,2025-09-16,03:22:57,Fui honra a toga,0,16,4,0,0,0,,0.0,0.1904665380716323,0.7845601439476013,0.0249733664095401,neutro
GayerGus,instagram,1,likoskigubiani,2025-09-16,03:22:46,Fui honrar a toga,0,17,4,0,0,0,,0.0,0.1367138624191284,0.8340660333633423,0.0292200893163681,neutro
GayerGus,instagram,1,paulomeirempp,2025-09-15,21:01:18,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,marciene.teixeira,2025-09-15,20:03:49,Fux hora a toga,0,15,4,0,0,0,,0.0,0.0577465631067752,0.8013756275177002,0.140877828001976,neutro
GayerGus,instagram,1,soniadiaslen,2025-09-15,19:45:07,Fui honrar a toga ...,0,21,5,0,0,0,,0.0,0.0851683691143989,0.87369704246521,0.0411346144974231,neutro
GayerGus,instagram,1,suelyyleus,2025-09-15,16:58:15,Parabéns ministro !o sr honra a toga,0,36,7,0,0,0,,0.0,0.984509527683258,0.0123077295720577,0.0031827471684664,positivo
GayerGus,instagram,1,suelialvaresholanda,2025-09-15,16:44:41,Fux honra a toga.,0,17,4,0,0,0,,0.0,0.1895180493593216,0.7509772777557373,0.0595046319067478,neutro
GayerGus,instagram,1,marciajorgeac,2025-09-15,14:56:13,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,suelyyleus,2025-09-15,12:52:30,Fux honra a Toga,0,16,4,0,0,0,,0.0,0.0956134721636772,0.875078558921814,0.0293079502880573,neutro
GayerGus,instagram,1,luciene.m.chaves,2025-09-15,03:41:17,Fux honra a toga!🇧🇷🇧🇷🙏,0,22,4,3,0,0,,0.0,0.6658697128295898,0.3133110105991363,0.0208192653954029,positivo
GayerGus,instagram,1,pedrettiernani,2025-09-15,02:12:32,"Esse voto do ministro Luiz Fux me fez lembrar aqueles pais que assistindo desfile militar em Q seu filho marcha (diferente dos demais) a mulher disse pro marido: ""tenho orgulho do nosso filho, veja como ele marcha é o único certo"" kkk",0,234,42,0,0,0,,0.0,0.8506963849067688,0.1119912415742874,0.0373123511672019,positivo
GayerGus,instagram,1,docerry22,2025-09-15,01:40:01,O Juiz Fux honrou a toga,0,24,6,0,0,0,,0.0,0.7625500559806824,0.2240354120731353,0.0134145589545369,positivo
GayerGus,instagram,1,docerry22,2025-09-15,01:39:05,Parabéns Fux. Você honra a toga,0,31,6,0,0,0,,0.0,0.936293125152588,0.0506074652075767,0.0130994208157062,positivo
GayerGus,instagram,1,docerry22,2025-09-15,01:38:02,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,isabelfreire.desouza,2025-09-15,01:37:26,Luis fux honra a toga,0,21,5,0,0,0,,0.0,0.1804019510746002,0.8052051663398743,0.0143929067999124,neutro
GayerGus,instagram,1,nelyrosade,2025-09-15,01:03:52,Fux Honra A Toga🇧🇷,0,18,4,1,0,0,,0.0,0.3036940693855285,0.6665520071983337,0.0297539420425891,neutro
GayerGus,instagram,1,nelyrosade,2025-09-15,01:02:02,Fux Honra A Toga🇧🇷,0,18,4,1,0,0,,0.0,0.3036940693855285,0.6665520071983337,0.0297539420425891,neutro
GayerGus,instagram,1,luizasantos2084,2025-09-15,00:41:54,Fui honra a toga🇧🇷🇧🇷🇧🇷,0,22,4,3,0,0,,0.0,0.4875448942184448,0.490068644285202,0.0223864391446113,neutro
GayerGus,instagram,1,eunildesmoura,2025-09-14,23:06:06,Fux Honra a toga 🇧🇷🇧🇷🇧🇷🇧🇷,0,25,5,4,0,0,,0.0,0.4484706521034241,0.5135359168052673,0.0379934050142765,neutro
GayerGus,instagram,1,milene.engler,2025-09-14,22:31:15,Fux honra a toga!,0,17,4,0,0,0,,0.0,0.3461961150169372,0.5968896746635437,0.0569142214953899,neutro
GayerGus,instagram,1,denise.tannus,2025-09-14,20:06:46,FUX honra a Toga 🇧🇷,0,19,5,1,0,0,,0.0,0.2791211307048797,0.7066633105278015,0.0142155205830931,neutro
GayerGus,instagram,1,mariahelenadeoliveira_souza,2025-09-14,19:12:11,FUXO HONRA A TOGA,0,17,4,0,0,0,,0.0,0.1344610899686813,0.8253690600395203,0.0401698797941207,neutro
GayerGus,instagram,1,mariahelenadeoliveira_souza,2025-09-14,19:10:10,FUX HONRA A TOGA,0,16,4,0,0,0,,0.0,0.2344432026147842,0.7439596652984619,0.0215970836579799,neutro
GayerGus,instagram,1,mariahelenadeoliveira_souza,2025-09-14,19:09:46,FUX HONRA A TOGA,0,16,4,0,0,0,,0.0,0.2344432026147842,0.7439596652984619,0.0215970836579799,neutro
GayerGus,instagram,1,mariahelenadeoliveira_souza,2025-09-14,19:09:13,FUX HONRA A TOGA!,0,17,4,0,0,0,,0.0,0.392063170671463,0.5882406830787659,0.0196961741894483,neutro
GayerGus,instagram,1,mariahelenadeoliveira_souza,2025-09-14,19:07:34,Fux honra a TOGA!,0,17,4,0,0,0,,0.0,0.3988931179046631,0.5355304479598999,0.0655763670802116,neutro
GayerGus,instagram,1,mariahelenadeoliveira_souza,2025-09-14,19:06:59,FUX HONRA A TOGA,0,16,4,0,0,0,,0.0,0.2344432026147842,0.7439596652984619,0.0215970836579799,neutro
GayerGus,instagram,1,mariahelenadeoliveira_souza,2025-09-14,19:05:22,FUX HONRA A TOGA!,0,17,4,0,0,0,,0.0,0.392063170671463,0.5882406830787659,0.0196961741894483,neutro
GayerGus,instagram,1,mariahelenadeoliveira_souza,2025-09-14,19:04:05,"FUx, honra a toga!",0,18,4,0,0,0,,0.0,0.6354837417602539,0.3271491527557373,0.0373671054840087,positivo
GayerGus,instagram,1,margarida_daher,2025-09-14,17:09:50,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷Fux honra a toga!,0,27,4,5,0,0,,0.0,0.6863805055618286,0.2888710498809814,0.0247485041618347,positivo
GayerGus,instagram,1,geraldomsuzac,2025-09-13,20:09:13,Fux honra a toga.,0,17,4,0,0,0,,0.0,0.1895180493593216,0.7509772777557373,0.0595046319067478,neutro
GayerGus,instagram,1,zelia_nolasso,2025-09-13,15:51:32,Fux honra a toga!,0,17,4,0,0,0,,0.0,0.3461961150169372,0.5968896746635437,0.0569142214953899,neutro
GayerGus,instagram,1,luciana_anicete,2025-09-13,14:15:45,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,luciana_anicete,2025-09-13,14:15:12,#Fux honra a toga,0,17,4,0,0,0,,0.0,0.1511224508285522,0.8223022818565369,0.026575244963169,neutro
GayerGus,instagram,1,luciana_anicete,2025-09-13,14:14:04,#fux honra a toga,0,17,4,0,0,0,,0.0,0.1511224508285522,0.8223022818565369,0.026575244963169,neutro
GayerGus,instagram,1,luciana_anicete,2025-09-13,14:12:28,Fux honra toga!,0,15,3,0,0,0,,0.0,0.1246334388852119,0.8209319710731506,0.0544346198439598,neutro
GayerGus,instagram,1,luciana_anicete,2025-09-13,14:11:48,Fux honra a Toga!🇧🇷,0,19,4,1,0,0,,0.0,0.4254129528999328,0.5459931492805481,0.0285939611494541,neutro
GayerGus,instagram,1,analu5335,2025-09-13,14:02:50,Fux honra a toga!!!,0,19,4,0,0,0,,0.0,0.1846741437911987,0.7641889452934265,0.0511368960142135,neutro
GayerGus,instagram,1,anareeves48,2025-09-13,13:35:00,"Fux, honra a toga 👏👏. Estarei com Bolsonaro sempre 🇧🇷❤️",0,55,10,4,0,0,,0.0,0.7817988395690918,0.1965364813804626,0.0216646865010261,positivo
GayerGus,instagram,1,anareeves48,2025-09-13,13:34:10,"Gente, é Fux, e não Fui, Fiz, Dux.",0,34,8,0,0,0,,0.0,0.0374872684478759,0.4857342541217804,0.4767784476280212,neutro
GayerGus,instagram,1,silviasiquieroli,2025-09-13,12:51:33,"Galera, por favor!!!!!",0,22,3,0,0,0,,0.0,0.0800392031669616,0.7686995267868042,0.1512612849473953,neutro
GayerGus,instagram,1,silvana.colla,2025-09-13,10:33:57,Fux honra a toga.,0,17,4,0,0,0,,0.0,0.1895180493593216,0.7509772777557373,0.0595046319067478,neutro
GayerGus,instagram,1,nilcemariarodriguesrubin,2025-09-13,09:56:26,FUX. HONRA A TOGA🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,0,33,4,8,0,0,,0.0,0.6124662160873413,0.3411449193954468,0.0463888645172119,positivo
GayerGus,instagram,1,dalcivz,2025-09-12,20:35:25,Canalhas🔥🔥🔥😮,0,12,1,4,0,1,,0.0,0.2620858252048492,0.5002269148826599,0.2376872599124908,neutro
GayerGus,instagram,1,eneidaberaldo,2025-09-12,17:35:57,FUX É UM JUÍZ HONRADO E HONESTO… FEZ JULGAMENTO DE ACORDO COM SEU CONHECIMENTO E NÃO POR CAUSA DE UMA TOGA NOJENTA E 🤢🤢🤢🤢🤮,0,122,24,5,0,1,,0.0,0.1512414515018463,0.0429813601076602,0.8057771921157837,negativo
GayerGus,instagram,1,extensionessanpablo,2025-09-12,17:26:23,Fux honra a toga 🇧🇷,0,19,5,1,0,0,,0.0,0.3183903396129608,0.6577953696250916,0.0238142795860767,neutro
GayerGus,instagram,1,extensionessanpablo,2025-09-12,17:26:09,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,extensionessanpablo,2025-09-12,17:25:25,Fux honra a toga 🇧🇷,0,19,5,1,0,0,,0.0,0.3183903396129608,0.6577953696250916,0.0238142795860767,neutro
GayerGus,instagram,1,extensionessanpablo,2025-09-12,17:25:09,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,extensionessanpablo,2025-09-12,17:24:53,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,extensionessanpablo,2025-09-12,17:24:43,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,flor.janeiro,2025-09-12,17:09:23,#Fux honra a toga.,0,18,4,0,0,0,,0.0,0.1524464339017868,0.832211434841156,0.0153421610593795,neutro
GayerGus,instagram,1,camposdeassislidia,2025-09-12,16:56:49,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,antunesnilzaoliveira,2025-09-12,16:42:54,Fux honra toga em nome de Jesus🙏🙏🙏,0,34,7,3,0,0,,0.0,0.418266624212265,0.5110767483711243,0.0706565976142883,neutro
GayerGus,instagram,1,antunesnilzaoliveira,2025-09-12,16:38:29,"Fux honra a toga ,Jesus está no controle!!!",0,43,8,0,0,0,,0.0,0.0820844620466232,0.8660265803337097,0.0518889240920543,neutro
GayerGus,instagram,1,antunesnilzaoliveira,2025-09-12,16:35:53,Fux honra a toga 🙏🙏🙏🙏🙏,0,22,5,5,0,0,,0.0,0.4937947988510132,0.4697310030460357,0.0364741161465644,positivo
GayerGus,instagram,1,antunesnilzaoliveira,2025-09-12,16:34:38,Fux honra a toga🙏🙏🙏,0,19,4,3,0,0,,0.0,0.4937947988510132,0.4697310030460357,0.0364741161465644,positivo
GayerGus,instagram,1,antunesnilzaoliveira,2025-09-12,16:33:30,Fux honra a toga em nome de Jesus!!!,0,36,8,0,0,0,,0.0,0.1660279184579849,0.7366100549697876,0.0973620116710662,neutro
GayerGus,instagram,1,antunesnilzaoliveira,2025-09-12,16:31:39,Fux honra a toga🙏🙏🙏🙏🙏,0,21,4,5,0,0,,0.0,0.4937947988510132,0.4697310030460357,0.0364741161465644,positivo
GayerGus,instagram,1,antunesnilzaoliveira,2025-09-12,16:27:06,Fux honra toga,0,14,3,0,0,0,,0.0,0.1494529396295547,0.8285688161849976,0.0219781622290611,neutro
GayerGus,instagram,1,karinadavini,2025-09-12,16:03:52,Fux honra a toga!!!🙏🙏🇧🇷🇧🇷,0,25,4,4,0,0,,0.0,0.773645281791687,0.2113599479198455,0.0149947293102741,positivo
GayerGus,instagram,1,mariaheloisade.s,2025-09-12,16:01:41,.fui honra a toga,0,17,4,0,0,0,,0.0,0.1557875424623489,0.7982388734817505,0.0459735579788684,neutro
GayerGus,instagram,1,kazuemartins,2025-09-12,15:53:34,FUX honra a toga,0,16,4,0,0,0,,0.0,0.1628243178129196,0.8056085109710693,0.0315672382712364,neutro
GayerGus,instagram,1,gersonitalima_,2025-09-12,15:49:45,Fux honra a toga🇧🇷🇧🇷,0,20,4,2,0,0,,0.0,0.4083860516548157,0.5624904036521912,0.0291235242038965,neutro
GayerGus,instagram,1,rosangelaamaralabreu,2025-09-12,15:15:31,Fux honra a toga🇧🇷🇧🇷,0,20,4,2,0,0,,0.0,0.4083860516548157,0.5624904036521912,0.0291235242038965,neutro
GayerGus,instagram,1,rosangelaamaralabreu,2025-09-12,15:15:19,Fux honra a toga 🇧🇷🇧🇷,0,21,5,2,0,0,,0.0,0.4083860516548157,0.5624904036521912,0.0291235242038965,neutro
GayerGus,instagram,1,rosangelaamaralabreu,2025-09-12,15:14:44,Fiz honra a toga 🇧🇷🇧🇷🙌🙏,0,23,5,4,0,0,,0.0,0.3525089621543884,0.6133324503898621,0.0341585427522659,neutro
GayerGus,instagram,1,rosangelaamaralabreu,2025-09-12,15:14:24,Fiz honra a toga 🇧🇷🇧🇷🇧🇷,0,23,5,3,0,0,,0.0,0.3945379853248596,0.5739974975585938,0.0314644984900951,neutro
GayerGus,instagram,1,fran_paz91,2025-09-12,15:06:09,Fux honra a toga 🇧🇷,0,19,5,1,0,0,,0.0,0.3183903396129608,0.6577953696250916,0.0238142795860767,neutro
GayerGus,instagram,1,ssantosldapr,2025-09-12,14:29:42,Fux honra a toga!,0,17,4,0,0,0,,0.0,0.3461961150169372,0.5968896746635437,0.0569142214953899,neutro
GayerGus,instagram,1,ananilsenhumphreis,2025-09-12,13:44:31,Fui honra a toga🇧🇷🇧🇷🇧🇷🇧🇷,0,24,4,4,0,0,,0.0,0.5128956437110901,0.4623217284679413,0.0247826073318719,positivo
GayerGus,instagram,1,gisellecristinec,2025-09-12,13:40:29,Fiz honra a toga! 🙏,0,19,5,1,0,0,,0.0,0.3249246180057525,0.6536251306533813,0.0214502699673175,neutro
GayerGus,instagram,1,erimitapity,2025-09-12,13:34:25,Fux honra a toga,0,16,4,0,0,0,,0.0,0.1832672953605651,0.7842142581939697,0.0325184352695941,neutro
GayerGus,instagram,1,cleliamariamorelli,2025-09-12,13:14:37,Fux honra a toga 🇧🇷🇧🇷🇧🇷🇧🇷,0,25,5,4,0,0,,0.0,0.4656762480735779,0.4998416304588318,0.0344820953905582,neutro
GayerGus,instagram,1,deliciasdatianair,2025-09-12,13:09:54,FUX HONRA A TOGA🙏🙌🇧🇷🙌,0,21,4,4,0,0,,0.0,0.4638538658618927,0.5071630477905273,0.0289830714464187,neutro
GayerGus,instagram,1,leonildo.dias.lopes,2025-09-12,13:05:27,Só faltou o Fux ser justo com os que ele mesmo condenou do dia 8 de janeina,0,75,17,0,0,0,,0.0,0.1003696247935295,0.4154791533946991,0.4841512441635132,negativo
GayerGus,instagram,1,mariadalvanicelopes,2025-09-12,12:46:24,Ministro fux honra a toga🇧🇷🇧🇷🇧🇷🙏,0,32,5,4,0,0,,0.0,0.5540068745613098,0.4240565299987793,0.0219366420060396,positivo
GayerGus,instagram,1,francasestore,2025-09-12,12:42:57,Fux honra a toga. Ele só está sendo justo e cumprindo o papel dele de acordo com a lei.,0,87,19,0,0,0,,0.0,0.3290132284164428,0.4297703206539154,0.2412164211273193,neutro
GayerGus,instagram,1,johnnybelato,2025-09-12,12:38:36,Fux honra a Toga 🙌🏻,0,19,5,1,0,0,,0.0,0.2501011788845062,0.7332571148872375,0.0166416261345148,neutro
GayerGus,instagram,1,1326_katia,2025-09-12,12:33:51,Fui honra a toga.,0,17,4,0,0,0,,0.0,0.2286449670791626,0.746731698513031,0.024623304605484,neutro
GayerGus,instagram,1,toledo.yara,2025-09-12,12:17:06,"Fux, Juiz verdadeiro, honrado e honra toga",0,42,7,0,0,0,,0.0,0.8809432983398438,0.105984553694725,0.0130721116438508,positivo
GayerGus,instagram,1,via.hilda,2025-09-12,11:53:40,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:53:32,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:53:27,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:53:21,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:53:10,Fiz Hora a toca,0,15,4,0,0,0,,0.0,0.1545111984014511,0.7596595287322998,0.0858292505145073,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:52:57,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:52:48,Fiz Hora a y.,0,13,4,0,0,0,,0.0,0.1280174106359481,0.7896007895469666,0.0823818296194076,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:52:41,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:52:16,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:52:10,Fiz Hora a toca,0,15,4,0,0,0,,0.0,0.1545111984014511,0.7596595287322998,0.0858292505145073,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:52:03,Fiz Hora a toca,0,15,4,0,0,0,,0.0,0.1545111984014511,0.7596595287322998,0.0858292505145073,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:51:56,Fiz Hora a toca,0,15,4,0,0,0,,0.0,0.1545111984014511,0.7596595287322998,0.0858292505145073,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:51:48,Fiz Hora a y.,0,13,4,0,0,0,,0.0,0.1280174106359481,0.7896007895469666,0.0823818296194076,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:51:40,Fiz Hora a toca,0,15,4,0,0,0,,0.0,0.1545111984014511,0.7596595287322998,0.0858292505145073,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:51:34,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:51:27,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:51:17,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:51:02,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:50:53,Fiz Hora a toca,0,15,4,0,0,0,,0.0,0.1545111984014511,0.7596595287322998,0.0858292505145073,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:50:46,Fiz Hora a toca,0,15,4,0,0,0,,0.0,0.1545111984014511,0.7596595287322998,0.0858292505145073,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:50:38,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:50:30,Fiz Hora a toca,0,15,4,0,0,0,,0.0,0.1545111984014511,0.7596595287322998,0.0858292505145073,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:50:19,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:50:01,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:49:42,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:49:15,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
GayerGus,instagram,1,via.hilda,2025-09-12,11:49:00,Fiz Hora a toca.,0,16,4,0,0,0,,0.0,0.1107333004474639,0.8436028361320496,0.0456638671457767,neutro
