"usuario","data","hora","texto","midia","num_caracteres","num_palavras","num_emojis","num_mencoes","likes","repostagens","comentarios","prob_positivo","prob_neutro","prob_negativo","sentimento_geral"
"Gabriellucena2_","2026-01-04","17:12:33","@BolsonaroSP @NicolasMaduro Para de mentir",0,42,5,0,2,0,0,"",0.006094050128012896,0.024801617488265038,0.9691043496131897,"negativo"
"Helviomajr","2026-01-04","16:57:58","@BolsonaroSP @NicolasMaduro Esse cara é apenas um imbecil falante",0,65,9,0,2,0,0,"",0.004209781531244516,0.013885471038520336,0.9819048047065735,"negativo"
"sidneisamir","2026-01-04","16:48:05","@wagn_am @BolsonaroSP @NicolasMaduro Carvajal foi extraditado para os Estados Unidos em 2023, onde responde a acusações de tráfico internacional de drogas, lavagem de dinheiro e colaboração com as FARC no contrabando de cocaína.Ex-chefe de inteligência militar chavista diz que governo venezuelano financiou Lula https://t.co/BDpcNaXSRG",1,336,44,0,3,0,0,"",0.054661963135004044,0.7089492678642273,0.23638877272605896,"neutro"
"LindomarGomesL3","2026-01-04","16:46:45","@BolsonaroSP @NicolasMaduro Libertem meu papi. Ele está muito doente.",0,69,9,0,2,0,0,"",0.025731032714247704,0.09178975224494934,0.8824792504310608,"negativo"
"julianbrogian","2026-01-04","16:43:28","@BolsonaroSP @NicolasMaduro Qual importância da opinião de um lesa pátria que ganhou dezenas de derrotas desde que foi pro EUA? Daqui uns dias foragido da justiça. Lacaio.",0,171,27,0,2,0,0,"",0.003480879357084632,0.030451534315943718,0.9660676717758179,"negativo"
"Luciano72971278","2026-01-04","16:34:15","@BolsonaroSP @NicolasMaduro 72 horas... só mais 72 horas",0,56,8,0,2,0,0,"",0.04749314486980438,0.910969614982605,0.041537217795848846,"neutro"
"HissaJunior","2026-01-04","16:29:13","@BolsonaroSP @NicolasMaduro https://t.co/TsYneIiTdv",1,51,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"Everton2039","2026-01-04","16:22:35","@MarciaN87334 @BolsonaroSP @NicolasMaduro Lembre-se nunca esqueça disso https://t.co/l5CUziSVam",1,95,8,0,3,0,0,"",0.16432835161685944,0.7900608777999878,0.045610759407281876,"neutro"
"Everton2039","2026-01-04","16:22:24","@MarciaN87334 @BolsonaroSP @NicolasMaduro Lembre-se nunca esqueça disso https://t.co/h5VGHz2jKD",1,95,8,0,3,0,0,"",0.16432835161685944,0.7900608777999878,0.045610759407281876,"neutro"
"Everton2039","2026-01-04","16:22:06","@MarciaN87334 @BolsonaroSP @NicolasMaduro Lembre-se nunca esqueça disso. https://t.co/Di5vRd13fU",1,96,8,0,3,0,0,"",0.15530410408973694,0.7911067008972168,0.05358922481536865,"neutro"
"geizonlee3","2026-01-04","16:21:45","@BolsonaroSP @NicolasMaduro O lula não teme nada bananinha! Quem depende de outros países são os bozos q ficam chorando nas bolas do Trump!",0,139,23,0,2,0,0,"",0.012258335947990417,0.08027772605419159,0.9074639678001404,"negativo"
"Everton2039","2026-01-04","16:21:32","@MarciaN87334 @BolsonaroSP @NicolasMaduro Lembre-se nunca esqueça disso https://t.co/8JVz6tz2xL",1,95,8,0,3,0,0,"",0.16432835161685944,0.7900608777999878,0.045610759407281876,"neutro"
"LuizFer68119991","2026-01-04","16:13:49","@BolsonaroSP @NicolasMaduro Vsf",0,31,3,0,2,0,0,"",0.011827812530100346,0.019946366548538208,0.9682258367538452,"negativo"
"MarciaN87334","2026-01-04","16:08:34","@Everton2039 @BolsonaroSP @NicolasMaduro Kkkk mente inversa!",0,60,6,0,3,0,0,"",0.01067248173058033,0.06210349500179291,0.9272240400314331,"negativo"
"MarciaN87334","2026-01-04","16:07:56","@MariaBcly @BolsonaroSP @NicolasMaduro Todo esquerdista é um mentiroso contumaz! Sobrevivem de narrativas e mentiras!",0,117,14,0,3,1,0,"",0.006838554050773382,0.04201116785407066,0.9511502981185913,"negativo"
"MarciaN87334","2026-01-04","16:07:21","@KcmKleber68 @BolsonaroSP @NicolasMaduro Tadinhos dóceis de esquerda!",0,69,7,0,3,0,0,"",0.08300749212503433,0.1321987807750702,0.7847936749458313,"negativo"
"MarciaN87334","2026-01-04","16:06:27","@BolsonaroSP @MonteiroDjair @NicolasMaduro Todo comunista é um X9! É só apertar que eles confessam! É só oferecer dinheiro que ela viram a casaca!",0,146,23,0,3,0,0,"",0.006889648269861937,0.05561225116252899,0.9374980926513672,"negativo"
"antoniocancela2","2026-01-04","16:02:55","@BolsonaroSP @NicolasMaduro Nada , meu asqueroso !!!!",0,53,7,0,2,0,0,"",0.030900411307811737,0.16075165569782257,0.8083479404449463,"negativo"
"MarianiMarilda","2026-01-04","16:01:08","@BolsonaroSP @NicolasMaduro O quê você teme voltando para o Brasil?",0,67,10,0,2,0,0,"",0.00817764550447464,0.9310095310211182,0.06081290543079376,"neutro"
"OdnaldaW2","2026-01-04","15:59:53","@claudioccarvalh @BolsonaroSP @NicolasMaduro Não sou tia de vagabundo. Mande tua mãe que mora na zona jogar bingo pra descansar as ""partes""",0,139,21,0,3,0,0,"",0.013362833298742771,0.13247908651828766,0.8541581034660339,"negativo"
"LindomarGomesL3","2026-01-04","15:56:08","@BolsonaroSP @NicolasMaduro Kkkkkkkkkkk. Tu é um canalha e covarde.",0,67,9,0,2,0,0,"",0.004464711528271437,0.009229001589119434,0.9863063097000122,"negativo"
"ilovemyhouserj","2026-01-04","15:40:11","@BolsonaroSP @NicolasMaduro Balela, vcs espalham fake news e só convencem o gado. Devia estar mais preocupado com seu rabo.",0,123,19,0,2,0,0,"",0.005507827270776033,0.025634456425905228,0.9688577651977539,"negativo"
"adrianobhavanas","2026-01-04","15:34:39","@Csforever19941 @BolsonaroSP @NicolasMaduro Zero corrupção 70% dos corruptos e de direita todos os dias entra um na mira da PF kkkkkkk",0,134,21,0,3,0,0,"",0.04827967658638954,0.7436136603355408,0.2081066220998764,"neutro"
"BorbaBrigida","2026-01-04","15:32:35","@BolsonaroSP @NicolasMaduro Nada. Pq aqui o presidente narcotr@ficante já esta preso e condenado a 27 anos.",0,107,16,0,3,0,0,"",0.03365214541554451,0.3663576543331146,0.59999018907547,"negativo"
"renanlisboaenf","2026-01-04","15:27:33","@BolsonaroSP @NicolasMaduro Vem dar uma voltinha no Brasil só pra gente testar um negócio aqui",0,94,15,0,2,0,0,"",0.16933414340019226,0.7603431940078735,0.0703226625919342,"neutro"
"enioloc","2026-01-04","15:25:49","@BolsonaroSP @NicolasMaduro O panaca nem os acéfalos bolsonaristas acreditam mais em você",0,89,12,0,2,0,0,"",0.004553867969661951,0.01707588881254196,0.9783702492713928,"negativo"
"Roberto08032021","2026-01-04","15:23:02","@BolsonaroSP @NicolasMaduro https://t.co/JNQ4srFkDc",1,51,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"AntonioMar92396","2026-01-04","15:20:24","@BolsonaroSP @NicolasMaduro Sai escroto nojento",0,47,5,0,2,0,0,"",0.003657437162473798,0.006085413042455912,0.9902571439743042,"negativo"
"PaquinhaDoida","2026-01-04","15:18:30","@BolsonaroSP @NicolasMaduro Sua aparencia está ainda pior. Envelheceu 10 anos em 5 meses. O monoxidil e o implante capilar já nao fazem mais efeito. Sua familia é um CÂNCER, está metastaseada e apodrecida. Seu pai já está sendo expurgado do planeta terra, graças ao bom DEUS. Vcs cavaram isso e agora recebem",0,308,52,0,2,0,0,"",0.1689322292804718,0.218989297747612,0.6120784878730774,"negativo"
"Dirleynigra","2026-01-04","15:15:20","@BolsonaroSP @NicolasMaduro Essa é a esperança suas agora? kkk Eleições - Derrotados Fraude nas urnas - Derrotados Golpe - Derrotados Anistia - Derrotados Papai Livre- Derrotados Trump salva meu pai - Derrotados Deputados manter cargo - Derrotados Vocês não cansam de passar vergonha! #semanistia",0,296,44,0,2,0,0,"",0.016678985208272934,0.050848353654146194,0.9324726462364197,"negativo"
"AlexMor21614529","2026-01-04","15:11:08","@BolsonaroSP @NicolasMaduro Lula teme a nada, O BRASIL SE LIVROU DE VCS BOIZONARO, um jipe e Cabo, e um soldado, Lembra dessa frase seu GARDENAL E MONGOL",0,153,27,0,2,0,0,"",0.009409734979271889,0.07467834651470184,0.9159119725227356,"negativo"
"Adilsonmarx","2026-01-04","15:06:03","@BolsonaroSP @NicolasMaduro BOLSONARO TÁ PRESO BABACA",0,53,6,0,2,1,0,"",0.040246427059173584,0.19800224900245667,0.7617513537406921,"negativo"
"JairoSo97577801","2026-01-04","15:03:09","@BolsonaroSP @NicolasMaduro Mi-mi-mi de derrotado Teu pai ta preso . Vai fazer uma visita pra ele. Só faltou falar que em 72 horas 🤣🤣🤣🤣🤣",0,136,24,5,2,0,0,"",0.1304963082075119,0.25503095984458923,0.6144726872444153,"negativo"
"joelara71554711","2026-01-04","15:00:28","@BolsonaroSP @NicolasMaduro Com certeza Eduardo, Maduro vai entregar todo o esquema",0,83,11,0,2,0,0,"",0.06845061480998993,0.7480840086936951,0.18346534669399261,"neutro"
"adrianobhavanas","2026-01-04","14:55:00","@Csforever19941 @BolsonaroSP @NicolasMaduro Mais de 700 mil morreram saúde zero kkkkkk",0,86,11,0,3,0,0,"",0.013746374286711216,0.3799814283847809,0.6062721610069275,"negativo"
"adrianobhavanas","2026-01-04","14:54:05","@Csforever19941 @BolsonaroSP @NicolasMaduro Lula 2026 no primeiro turno não tem concorrência kkkkkklk",0,101,12,0,3,0,0,"",0.10624881833791733,0.8145690560340881,0.07918214797973633,"neutro"
"adrianobhavanas","2026-01-04","14:52:29","@Csforever19941 @BolsonaroSP @NicolasMaduro Mais onde a direita se encaixa aí kkkkkkkkkkk",0,89,11,0,3,0,0,"",0.008836320601403713,0.9204216599464417,0.07074205577373505,"neutro"
"adrianobhavanas","2026-01-04","14:51:42","@Csforever19941 @BolsonaroSP @NicolasMaduro Kkkkkkk mais quem deixou o país na miséria comendo pé de galinha e ossos foi a direita FDP kkkkkkk vergonha o gado paga pra passar",0,174,28,0,3,0,0,"",0.004896794445812702,0.010757660493254662,0.9843454957008362,"negativo"
"Andrezao10","2026-01-04","14:44:20","@BolsonaroSP @NicolasMaduro Kkkkkk você é doente cara . Vá escrever roteiros pra séries na Netflix. Kkkkkk",0,106,16,0,2,0,0,"",0.008151846006512642,0.026948271319270134,0.9648998975753784,"negativo"
"eduino_filho","2026-01-04","14:42:39","@BolsonaroSP Já não basta tudo que ele perdeu com essa zuada sem futuro, e esse Zé Ruela quasi-ex-escrivão ainda continua fazendo da própria boca a extremidade inferior do próprio intestino?!",0,191,30,0,1,0,0,"",0.003109535202383995,0.008075094781816006,0.9888153672218323,"negativo"
"CarlosS20076029","2026-01-04","14:42:10","@BolsonaroSP @NicolasMaduro https://t.co/fcYuDcygNA",1,51,3,0,2,2,1,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"SFolhasfolhas23","2026-01-04","14:38:21","@BolsonaroSP @NicolasMaduro https://t.co/nvVEOtK7aK",1,51,3,0,2,0,0,"",0.06278277188539505,0.9104264974594116,0.026790712028741837,"neutro"
"LucianoBasso10","2026-01-04","14:38:21","@BolsonaroSP @NicolasMaduro Ah vsf.",0,35,4,0,2,0,0,"",0.003902737982571125,0.006768728606402874,0.9893284440040588,"negativo"
"fabio___f50","2026-01-04","14:32:25","@BolsonaroSP @NicolasMaduro Foro de sp",0,38,5,0,2,0,0,"",0.025924496352672577,0.832154393196106,0.14192116260528564,"neutro"
"samucabks","2026-01-04","14:30:59","@BolsonaroSP @NicolasMaduro O senhor sonhou com Lula hoje? De novo??",0,68,10,0,2,0,0,"",0.0166148878633976,0.8605159521102905,0.1228691041469574,"neutro"
"RodrigoTab1980","2026-01-04","14:30:55","@BolsonaroSP @NicolasMaduro A capacidade de você falar merda, atingiu o mesmo nível do Olavo. Parabéns!",0,103,15,0,2,0,0,"",0.869597852230072,0.08677967637777328,0.04362243413925171,"positivo"
"Nas_montanhas","2026-01-04","14:19:15","@BolsonaroSP Vai tomar no cu, seu bosta!",0,40,7,0,1,0,0,"",0.004206021316349506,0.005961949005723,0.9898320436477661,"negativo"
"ErilandiaT","2026-01-04","14:07:23","@BolsonaroSP @NicolasMaduro Vem trabalhar, idiota! Ficar ganhando sem trabalhar e ainda falando m****",0,101,13,0,2,0,0,"",0.004432333633303642,0.009908306412398815,0.9856593608856201,"negativo"
"lustosa_fabio","2026-01-04","14:06:52","@BolsonaroSP @NicolasMaduro Para de defecar pela boca, ô chapeiro fujão.",0,72,10,0,2,0,0,"",0.0032126600854098797,0.010326794348657131,0.9864605665206909,"negativo"
"andre_luizviana","2026-01-04","14:03:45","@BolsonaroSP @NicolasMaduro Isso, daki 72hrs Lula cai!",0,54,7,0,2,0,0,"",0.06431819498538971,0.8639220595359802,0.07175974547863007,"neutro"
"Everton230305","2026-01-04","14:00:45","@BolsonaroSP @NicolasMaduro Os EUA estão pensando em seus interesses próprios, o número 1 é a questão econômica, é se apropriar das riquezas dos países da América Latina, isso é falado abertamente por representantes do Estado Americano, pretende-se uma doutrina Monroe 2.0, e você é um antipatriota, um bost4",0,308,48,0,2,0,0,"",0.008390592411160469,0.01980341225862503,0.971805989742279,"negativo"
"sicemeco","2026-01-04","13:48:36","@BolsonaroSP @NicolasMaduro Ou vocês são realmente pouquíssimo inteligentes, ou ainda creem que fake News os levará ao sucesso de novo ou vivem em Nárnia!… ou as três coisas!! Acabou o joguinho Jeca!!",0,200,32,0,2,0,0,"",0.005050254985690117,0.031081898137927055,0.9638677835464478,"negativo"
"RonaldoQue13900","2026-01-04","13:30:06","@BolsonaroSP @NicolasMaduro A Verdade sempre prevalecerá...",0,59,6,0,2,0,0,"",0.7084894180297852,0.27792099118232727,0.01358964666724205,"positivo"
"MSatanista","2026-01-04","13:27:34","@BolsonaroSP @NicolasMaduro fala camisa 10",0,42,5,0,2,0,0,"",0.19247978925704956,0.792932391166687,0.014587773010134697,"neutro"
"rapha_paz","2026-01-04","13:26:05","@BolsonaroSP @NicolasMaduro Você é um vagabundo, seu covarde, sua família envolvida com miliciano simplesmente tira do rabo um monte de mentira sem nexo. Volta pro Brasil, vem gritar agora que bandido bom é bandido morto, grita pro teu pai, na cela ao lado. Seu bandido covarde de merda.",0,287,48,0,2,0,0,"",0.007874124683439732,0.012333960272371769,0.9797919392585754,"negativo"
"JoseMalz","2026-01-04","13:25:00","@BolsonaroSP @NicolasMaduro Para de mimimi, vai ter que trabalhar vendendo hambúrguer.",0,86,11,0,2,0,0,"",0.006577841006219387,0.05035840719938278,0.9430637955665588,"negativo"
"malevola6416","2026-01-04","13:23:00","@BolsonaroSP @NicolasMaduro Nada. Quem teme a prisão agora é você. https://t.co/fLdnVJ8P1K",1,90,11,0,2,0,0,"",0.042727477848529816,0.7603964805603027,0.19687601923942566,"neutro"
"adir_d_mogly","2026-01-04","13:11:17","@BolsonaroSP @NicolasMaduro Traidor,covarde fujão. Vc representa tudo que é ruim moralmente,quem te apoia ainda é pior. Pq escolheu ser idiota.",0,143,20,0,2,0,0,"",0.004472573287785053,0.015521734952926636,0.9800057411193848,"negativo"
"brazilstickers","2026-01-04","13:02:06","@BolsonaroSP @NicolasMaduro Pensa num cara que já não fala coisa com coisa. E qualquer merda que aconteça no mundo ele vai jogar na conta do Lula. Ele deve transar, se é que transa, com a mulher dele usando a mascara do Lula. Vai se tratar, bananinha",0,250,46,0,2,0,0,"",0.008486571721732616,0.028767749667167664,0.9627456665039062,"negativo"
"jujutribeca","2026-01-04","13:00:34","@BolsonaroSP @NicolasMaduro O sr escrivão ,fazedor de hambúrguer ,que dia vai ter coragem de voltar a trabalhar?",0,112,17,0,2,0,0,"",0.007273809984326363,0.15227575600147247,0.8404503464698792,"negativo"
"La_Sofic","2026-01-04","12:59:20","@BolsonaroSP @NicolasMaduro Você mora, ou melhor, se esconde onde?",0,66,9,0,2,1,0,"",0.008524738252162933,0.6763873100280762,0.3150880038738251,"neutro"
"CaiadoMaressa","2026-01-04","12:55:52","@BolsonaroSP @NicolasMaduro Ahhhh cala a boca",0,45,6,0,2,0,0,"",0.004319383762776852,0.006648840382695198,0.9890318512916565,"negativo"
"BylVictor","2026-01-04","12:53:44","@BolsonaroSP @NicolasMaduro O bom dos teus vídeos é que tu tudo que tu fala acontece o contrário, ainda bem 🙏🙏",0,110,20,2,2,0,0,"",0.8286604881286621,0.11754538863897324,0.053794119507074356,"positivo"
"amaral_zilma","2026-01-04","12:53:20","@BolsonaroSP @NicolasMaduro Como voce pode ser tão burro?",0,57,8,0,2,0,0,"",0.004305914044380188,0.011403189972043037,0.9842908382415771,"negativo"
"adriano_goulart","2026-01-04","12:46:51","@BolsonaroSP @NicolasMaduro Muito fraco. Ainda acreditam nessa conversinha?",0,75,8,0,2,0,0,"",0.003217606106773019,0.008690942078828812,0.9880913496017456,"negativo"
"enezio_e","2026-01-04","12:46:41","@BolsonaroSP @lizliz2026 @NicolasMaduro Todo ditador tem amigos ditadores que choram as pitangas quando o amigo ditador sofre algum infortúnio...",0,145,19,0,3,0,0,"",0.013833229430019855,0.4433072507381439,0.5428594946861267,"negativo"
"marina60512641","2026-01-04","12:45:15","@BolsonaroSP @NicolasMaduro Teu pai ta preso golpista que não aceitou a vitoria do luka",0,87,14,0,2,0,0,"",0.007533617317676544,0.06163323298096657,0.9308331608772278,"negativo"
"rafael_toji","2026-01-04","12:42:30","@BolsonaroSP @NicolasMaduro E A PF, JÁ TE DEMITIU?",0,50,8,0,2,0,0,"",0.007287456654012203,0.3497246205806732,0.6429879665374756,"negativo"
"alfeu_agarcia","2026-01-04","12:42:02","@BolsonaroSP @NicolasMaduro Quero ver tua deportação e de todos os bolsotralhas golpistas fujões da justiça brasileira... Aguarde! Trump não tá pra brincadeira..😛",0,162,22,1,2,0,0,"",0.022898564115166664,0.11768636107444763,0.8594151139259338,"negativo"
"GuanaisMalu","2026-01-04","12:37:31","@BolsonaroSP @NicolasMaduro A casa caiu pros ditadores, Trump bota pra torar",0,76,11,0,2,0,0,"",0.05400910601019859,0.5789592266082764,0.36703169345855713,"neutro"
"_jvnarciso","2026-01-04","12:21:31","@BolsonaroSP @NicolasMaduro Cadê o pen drive?",0,45,6,0,2,1,0,"",0.012661120854318142,0.34941038489341736,0.6379284262657166,"negativo"
"rhenrique100","2026-01-04","12:16:50","@Pobre_d_Direita @BolsonaroSP @NicolasMaduro E quando ele for preso vai falar que é perseguição.",0,96,13,0,3,0,0,"",0.007248645648360252,0.15697266161441803,0.8357785940170288,"negativo"
"Csforever19941","2026-01-04","12:16:38","@adrianobhavanas @BolsonaroSP @NicolasMaduro Se aposentou não pow. Ela hoje é gerente no brega q tua mãe e tua mulher trabalham porra. Tu não sabia. Hehehe. O problema dela q ela vive exigindo q suas trabalhadoras façam horas extras direto. Hehehe. Ahhhhh seu quenguinho https://t.co/0A5E1ElV7Z",1,294,44,0,3,0,0,"",0.04949802905321121,0.1789432168006897,0.7715587615966797,"negativo"
"coroa_e_cara","2026-01-04","12:16:02","@BolsonaroSP @NicolasMaduro Engraçado ! Que não fala do envolvimento da Rússia ! Pq ?",0,85,14,0,2,0,0,"",0.014594832435250282,0.3298700749874115,0.6555350422859192,"negativo"
"rhenrique100","2026-01-04","12:15:35","@BolsonaroSP @NicolasMaduro Igual Magnistiky! Kkkkk",0,51,5,0,2,0,0,"",0.07313086837530136,0.8513579964637756,0.075511135160923,"neutro"
"Jucurupava43582","2026-01-04","12:13:49","@BolsonaroSP @NicolasMaduro Lula não teme bost4 nenhuma! Isso é coisa da tua cabeça de minhoca! Vai trabalhar cara, compareça ao teu emprego! O trabalho dignifica o homem!",0,171,27,0,2,0,0,"",0.07639791071414948,0.12928083539009094,0.7943212985992432,"negativo"
"Csforever19941","2026-01-04","12:12:57","@adrianobhavanas @BolsonaroSP @NicolasMaduro O cara tenta um golpe sem apoio institucional. Sem apoio das forças armadas. Em um domingo com tudo fechado. Com idosos e crianças. Antes ele Da posse aos generais indicados pelo Luli. Faz a transferência de governo. Hehehe. E ser muito otario para acreditar nisso aí. https://t.co/hm60CUG0qk",1,337,50,0,3,0,0,"",0.018414996564388275,0.05061302334070206,0.9309719800949097,"negativo"
"Csforever19941","2026-01-04","12:11:04","@adrianobhavanas @BolsonaroSP @NicolasMaduro Povo na miséria. Veio. Esse capim q tu fuma está estragado. Já sei tu deve receber algum tipo de benefício social. Por isso essa defesa toda. Bolsonaro foi preso e vcs não tiram o cara da boca. Isso é T https://t.co/iwiyWfnAKt",1,271,44,0,3,0,0,"",0.008182493969798088,0.02869955636560917,0.9631179571151733,"negativo"
"Csforever19941","2026-01-04","12:08:39","@adrianobhavanas @BolsonaroSP @NicolasMaduro Hehehe. Só lembrando q o sargento foi nomeado por Dilma para compor a comitiva. Tu achar q era a primeira vez q ele estava transportando drogas é ser muito otario. Ele foi e pego com Bolsonaro isso sim. https://t.co/uTPX4kTDSA",1,271,42,0,3,0,0,"",0.02590804360806942,0.14937113225460052,0.8247208595275879,"negativo"
"fernando_s62199","2026-01-04","12:08:31","@BolsonaroSP @NicolasMaduro Como está o ar condicionado?",0,56,7,0,2,0,0,"",0.01920219324529171,0.9245167374610901,0.05628114566206932,"neutro"
"adrianobhavanas","2026-01-04","12:08:26","@Csforever19941 @BolsonaroSP @NicolasMaduro Nossa achei que tua mãe tinha se aposentado kkkkkkkkkkkk",0,100,12,0,3,0,0,"",0.027231520041823387,0.6025451421737671,0.37022337317466736,"neutro"
"adrianobhavanas","2026-01-04","12:07:38","@Csforever19941 @BolsonaroSP @NicolasMaduro Kkkkkkkkkkk falta de pesquisa da isso aí os golpista falando do ditador kkkk aqui e pau no lombo https://t.co/bPrFU5hsEP",1,164,22,0,3,0,0,"",0.01421187911182642,0.05817871540784836,0.927609384059906,"negativo"
"Csforever19941","2026-01-04","12:07:33","@adrianobhavanas @BolsonaroSP @NicolasMaduro Peraí pow. Quem foi q não quis declarar essas organizações como terrroristas? Quem defende a saidinha? Quem defende o desencarceramento? Quem não quer chamar para depor na cpmi? Quem recebe as damas do tráfico em seus escritórios? https://t.co/UDgFuXmLQy",1,299,41,0,3,0,0,"",0.013750242069363594,0.19853433966636658,0.7877154350280762,"negativo"
"adrianobhavanas","2026-01-04","12:06:40","@Csforever19941 @BolsonaroSP @NicolasMaduro Pois e o Bozo deixou o povo na miséria em quatro anos, Lula chegou e pá já tirou e aí putinha do pó kkkkkk",0,150,27,0,3,0,0,"",0.010569906793534756,0.14055396616458893,0.8488761782646179,"negativo"
"Csforever19941","2026-01-04","12:06:05","@adrianobhavanas @BolsonaroSP @NicolasMaduro Eu posso ficar nisso o dia inteiro. Amanhã não. Pq tenho q trabalhar pois não vivo de bolsa família heheheh https://t.co/OElxWSaZIY",1,176,24,0,3,0,0,"",0.7007969617843628,0.2679491937160492,0.03125390037894249,"positivo"
"adrianobhavanas","2026-01-04","12:05:36","@Csforever19941 @BolsonaroSP @NicolasMaduro Esqueceu que Lulinha já está reeleito que não tem concorrência a altura do seu tamanho político não perca seu tempo não mudará a vontade do povo",0,188,29,0,3,0,0,"",0.054802630096673965,0.5799368023872375,0.36526063084602356,"neutro"
"Csforever19941","2026-01-04","12:05:09","@adrianobhavanas @BolsonaroSP @NicolasMaduro Tá se repetindo. Acabaram as figurinhas foi? Do Lulu eu tenho centenas afinal são anos de sacanagem com o país. Diz aí tu já olhou o contracheque da tua mãe e dos teus avós? https://t.co/3KzRHEemc7",1,242,38,0,3,0,0,"",0.013215542770922184,0.12717825174331665,0.8596062064170837,"negativo"
"adrianobhavanas","2026-01-04","12:04:37","@Csforever19941 @BolsonaroSP @NicolasMaduro Kkkkkkkkkkkk se chamar vai ser 50 kkkkkk https://t.co/57wUI9pYlA",1,108,11,0,3,0,0,"",0.060207776725292206,0.853000819683075,0.08679145574569702,"neutro"
"adrianobhavanas","2026-01-04","12:03:55","@Csforever19941 @BolsonaroSP @NicolasMaduro Chefe de facção criminosa tá brigando com o PCC kkkkk quem e mais bandido https://t.co/BYjmGHQySv",1,141,18,0,3,0,0,"",0.019997788593173027,0.5027462840080261,0.47725600004196167,"neutro"
"adrianobhavanas","2026-01-04","12:03:08","@Csforever19941 @BolsonaroSP @NicolasMaduro Kkkkkkkkkk https://t.co/hSW0BSAi1P",1,78,5,0,3,0,0,"",0.23159395158290863,0.6972532868385315,0.07115286588668823,"neutro"
"adrianobhavanas","2026-01-04","12:02:50","@Csforever19941 @BolsonaroSP @NicolasMaduro Aqui tá tudo perfeito kkkkkklkkk https://t.co/OjqQuJzsCG",1,100,9,0,3,0,0,"",0.9731459021568298,0.02159392088651657,0.005260174162685871,"positivo"
"Csforever19941","2026-01-04","12:02:28","@adrianobhavanas @BolsonaroSP @NicolasMaduro Hahaha. Vai a maior parte pq tem a maior bancada individual. O cara não entende nem de matemática básica. Huahauha https://t.co/JBc6qjQgli",1,183,24,0,3,0,0,"",0.07730936259031296,0.33009207248687744,0.592598557472229,"negativo"
"Csforever19941","2026-01-04","12:00:59","@adrianobhavanas @BolsonaroSP @NicolasMaduro Hahaha. Calma boneca. O q tu quer sei eu. Freud explica teu caso. O nome disso é projeção. Você esta Projetando em outra pessoa essa sua vontade louca de usar o orifício anal rugoso como ferramenta de amor, pq não tem coragem de sair do armário. Hehehe https://t.co/gS9MHhHmQO",1,321,51,0,3,0,0,"",0.01907418854534626,0.09036118537187576,0.8905646800994873,"negativo"
"adrianobhavanas","2026-01-04","12:00:59","@Csforever19941 @BolsonaroSP @NicolasMaduro Advinha para qual partido vai a maior parte Kkkkkkkkkkk PL o partido mais corrupto da história kkkkkkkk",0,147,20,0,3,0,0,"",0.023821672424674034,0.3327060341835022,0.6434723138809204,"negativo"
"Csforever19941","2026-01-04","11:58:23","@adrianobhavanas @BolsonaroSP @NicolasMaduro Hehe. Já lhe falei antes. Geralmente quem usa pisicotropicos aperta o 13 e depois confirma na urna. Via de regra. Eu não alimento o tráfico. Meu único vício é buceta, coisa q você nao Deve gostar por ser tão esquerdista. Heheheh https://t.co/jQlfQAeJ2E",1,297,45,0,3,0,0,"",0.0650000125169754,0.5421499609947205,0.3928500711917877,"neutro"
"adrianobhavanas","2026-01-04","11:56:18","@Csforever19941 @BolsonaroSP @NicolasMaduro Enfia uma rola no meio do cu e atura lula 2026 e vai ser pau dobrado kkkkk vai pra Venezuela agora tá bom kkkkkkk",0,157,27,0,3,0,0,"",0.01904956065118313,0.08014558255672455,0.9008048176765442,"negativo"
"adrianobhavanas","2026-01-04","11:55:08","@Csforever19941 @BolsonaroSP @NicolasMaduro Nossa olha o rico um maconheiro desse kkkkkkk",0,89,11,0,3,0,0,"",0.05991845950484276,0.6744569540023804,0.26562467217445374,"neutro"
"ItalianoWM","2026-01-04","11:54:07","@BolsonaroSP @NicolasMaduro É criminoso sua hora está chegando https://t.co/79yEFpeI0A",1,86,9,0,2,0,0,"",0.01987541653215885,0.16446468234062195,0.8156598210334778,"negativo"
"Csforever19941","2026-01-04","11:52:27","@adrianobhavanas @BolsonaroSP @NicolasMaduro Hahaha. Tu é bem favela mesmo não é man. Vive na pobreza e acha q tá lindo. O carinha até parece sua foto. Hehehe https://t.co/H1A4c3Fwyj",1,182,28,0,3,0,0,"",0.013697429560124874,0.06625941395759583,0.9200432300567627,"negativo"
"WRESSTELBM","2026-01-04","11:26:32","@BolsonaroSP @NicolasMaduro Nada, continua presidente, vc continua sem pátria e filho de presidiário, o genocida do seu pai continua preso e seu irmão vai chorar muito quando tomar uma lapada nas eleições, então continua tudo lindo.",0,232,36,0,2,0,0,"",0.03890838101506233,0.08793516457080841,0.8731564879417419,"negativo"
